Date_Time,Year,Month,Day,Time,Hourly_Counts
"March 01, 2020 12:00:00 AM",2020,March,Sunday,0,579
"March 01, 2020 01:00:00 AM",2020,March,Sunday,1,515
"March 01, 2020 02:00:00 AM",2020,March,Sunday,2,281
"March 01, 2020 03:00:00 AM",2020,March,Sunday,3,157
"March 01, 2020 04:00:00 AM",2020,March,Sunday,4,125
"March 01, 2020 05:00:00 AM",2020,March,Sunday,5,85
"March 01, 2020 06:00:00 AM",2020,March,Sunday,6,27
"March 01, 2020 07:00:00 AM",2020,March,Sunday,7,63
"March 01, 2020 08:00:00 AM",2020,March,Sunday,8,97
"March 01, 2020 09:00:00 AM",2020,March,Sunday,9,240
"March 01, 2020 10:00:00 AM",2020,March,Sunday,10,496
"March 01, 2020 11:00:00 AM",2020,March,Sunday,11,635
"March 01, 2020 12:00:00 PM",2020,March,Sunday,12,768
"March 01, 2020 01:00:00 PM",2020,March,Sunday,13,739
"March 01, 2020 02:00:00 PM",2020,March,Sunday,14,745
"March 01, 2020 03:00:00 PM",2020,March,Sunday,15,776
"March 01, 2020 04:00:00 PM",2020,March,Sunday,16,776
"March 01, 2020 05:00:00 PM",2020,March,Sunday,17,605
"March 01, 2020 06:00:00 PM",2020,March,Sunday,18,574
"March 01, 2020 07:00:00 PM",2020,March,Sunday,19,479
"March 01, 2020 08:00:00 PM",2020,March,Sunday,20,411
"March 01, 2020 09:00:00 PM",2020,March,Sunday,21,314
"March 01, 2020 10:00:00 PM",2020,March,Sunday,22,256
"March 01, 2020 11:00:00 PM",2020,March,Sunday,23,135
"March 02, 2020 12:00:00 AM",2020,March,Monday,0,70
"March 02, 2020 01:00:00 AM",2020,March,Monday,1,46
"March 02, 2020 02:00:00 AM",2020,March,Monday,2,20
"March 02, 2020 03:00:00 AM",2020,March,Monday,3,23
"March 02, 2020 04:00:00 AM",2020,March,Monday,4,14
"March 02, 2020 05:00:00 AM",2020,March,Monday,5,28
"March 02, 2020 06:00:00 AM",2020,March,Monday,6,65
"March 02, 2020 07:00:00 AM",2020,March,Monday,7,264
"March 02, 2020 08:00:00 AM",2020,March,Monday,8,609
"March 02, 2020 09:00:00 AM",2020,March,Monday,9,551
"March 02, 2020 10:00:00 AM",2020,March,Monday,10,687
"March 02, 2020 11:00:00 AM",2020,March,Monday,11,865
"March 02, 2020 12:00:00 PM",2020,March,Monday,12,2077
"March 02, 2020 01:00:00 PM",2020,March,Monday,13,1905
"March 02, 2020 02:00:00 PM",2020,March,Monday,14,1157
"March 02, 2020 03:00:00 PM",2020,March,Monday,15,1037
"March 02, 2020 04:00:00 PM",2020,March,Monday,16,1101
"March 02, 2020 05:00:00 PM",2020,March,Monday,17,1215
"March 02, 2020 06:00:00 PM",2020,March,Monday,18,763
"March 02, 2020 07:00:00 PM",2020,March,Monday,19,489
"March 02, 2020 08:00:00 PM",2020,March,Monday,20,473
"March 02, 2020 09:00:00 PM",2020,March,Monday,21,322
"March 02, 2020 10:00:00 PM",2020,March,Monday,22,183
"March 02, 2020 11:00:00 PM",2020,March,Monday,23,118
"March 03, 2020 12:00:00 AM",2020,March,Tuesday,0,72
"March 03, 2020 01:00:00 AM",2020,March,Tuesday,1,27
"March 03, 2020 02:00:00 AM",2020,March,Tuesday,2,38
"March 03, 2020 03:00:00 AM",2020,March,Tuesday,3,7
"March 03, 2020 04:00:00 AM",2020,March,Tuesday,4,12
"March 03, 2020 05:00:00 AM",2020,March,Tuesday,5,33
"March 03, 2020 06:00:00 AM",2020,March,Tuesday,6,90
"March 03, 2020 07:00:00 AM",2020,March,Tuesday,7,298
"March 03, 2020 08:00:00 AM",2020,March,Tuesday,8,643
"March 03, 2020 09:00:00 AM",2020,March,Tuesday,9,647
"March 03, 2020 10:00:00 AM",2020,March,Tuesday,10,703
"March 03, 2020 11:00:00 AM",2020,March,Tuesday,11,804
"March 03, 2020 12:00:00 PM",2020,March,Tuesday,12,2031
"March 03, 2020 01:00:00 PM",2020,March,Tuesday,13,2017
"March 03, 2020 02:00:00 PM",2020,March,Tuesday,14,1125
"March 03, 2020 03:00:00 PM",2020,March,Tuesday,15,980
"March 03, 2020 04:00:00 PM",2020,March,Tuesday,16,1084
"March 03, 2020 05:00:00 PM",2020,March,Tuesday,17,1304
"March 03, 2020 06:00:00 PM",2020,March,Tuesday,18,945
"March 03, 2020 07:00:00 PM",2020,March,Tuesday,19,641
"March 03, 2020 08:00:00 PM",2020,March,Tuesday,20,466
"March 03, 2020 09:00:00 PM",2020,March,Tuesday,21,357
"March 03, 2020 10:00:00 PM",2020,March,Tuesday,22,177
"March 03, 2020 11:00:00 PM",2020,March,Tuesday,23,102
"March 04, 2020 12:00:00 AM",2020,March,Wednesday,0,63
"March 04, 2020 01:00:00 AM",2020,March,Wednesday,1,34
"March 04, 2020 02:00:00 AM",2020,March,Wednesday,2,18
"March 04, 2020 03:00:00 AM",2020,March,Wednesday,3,12
"March 04, 2020 04:00:00 AM",2020,March,Wednesday,4,17
"March 04, 2020 05:00:00 AM",2020,March,Wednesday,5,30
"March 04, 2020 06:00:00 AM",2020,March,Wednesday,6,111
"March 04, 2020 07:00:00 AM",2020,March,Wednesday,7,293
"March 04, 2020 08:00:00 AM",2020,March,Wednesday,8,633
"March 04, 2020 09:00:00 AM",2020,March,Wednesday,9,687
"March 04, 2020 10:00:00 AM",2020,March,Wednesday,10,632
"March 04, 2020 11:00:00 AM",2020,March,Wednesday,11,871
"March 04, 2020 12:00:00 PM",2020,March,Wednesday,12,1924
"March 04, 2020 01:00:00 PM",2020,March,Wednesday,13,1906
"March 04, 2020 02:00:00 PM",2020,March,Wednesday,14,1205
"March 04, 2020 03:00:00 PM",2020,March,Wednesday,15,1048
"March 04, 2020 04:00:00 PM",2020,March,Wednesday,16,1106
"March 04, 2020 05:00:00 PM",2020,March,Wednesday,17,1351
"March 04, 2020 06:00:00 PM",2020,March,Wednesday,18,970
"March 04, 2020 07:00:00 PM",2020,March,Wednesday,19,681
"March 04, 2020 08:00:00 PM",2020,March,Wednesday,20,404
"March 04, 2020 09:00:00 PM",2020,March,Wednesday,21,299
"March 04, 2020 10:00:00 PM",2020,March,Wednesday,22,293
"March 04, 2020 11:00:00 PM",2020,March,Wednesday,23,147
"March 05, 2020 12:00:00 AM",2020,March,Thursday,0,73
"March 05, 2020 01:00:00 AM",2020,March,Thursday,1,46
"March 05, 2020 02:00:00 AM",2020,March,Thursday,2,29
"March 05, 2020 03:00:00 AM",2020,March,Thursday,3,21
"March 05, 2020 04:00:00 AM",2020,March,Thursday,4,10
"March 05, 2020 05:00:00 AM",2020,March,Thursday,5,21
"March 05, 2020 06:00:00 AM",2020,March,Thursday,6,77
"March 05, 2020 07:00:00 AM",2020,March,Thursday,7,319
"March 05, 2020 08:00:00 AM",2020,March,Thursday,8,616
"March 05, 2020 09:00:00 AM",2020,March,Thursday,9,620
"March 05, 2020 10:00:00 AM",2020,March,Thursday,10,703
"March 05, 2020 11:00:00 AM",2020,March,Thursday,11,681
"March 05, 2020 12:00:00 PM",2020,March,Thursday,12,1462
"March 05, 2020 01:00:00 PM",2020,March,Thursday,13,1286
"March 05, 2020 02:00:00 PM",2020,March,Thursday,14,969
"March 05, 2020 03:00:00 PM",2020,March,Thursday,15,984
"March 05, 2020 04:00:00 PM",2020,March,Thursday,16,932
"March 05, 2020 05:00:00 PM",2020,March,Thursday,17,1225
"March 05, 2020 06:00:00 PM",2020,March,Thursday,18,1139
"March 05, 2020 07:00:00 PM",2020,March,Thursday,19,716
"March 05, 2020 08:00:00 PM",2020,March,Thursday,20,557
"March 05, 2020 09:00:00 PM",2020,March,Thursday,21,351
"March 05, 2020 10:00:00 PM",2020,March,Thursday,22,263
"March 05, 2020 11:00:00 PM",2020,March,Thursday,23,181
"March 06, 2020 12:00:00 AM",2020,March,Friday,0,120
"March 06, 2020 01:00:00 AM",2020,March,Friday,1,54
"March 06, 2020 02:00:00 AM",2020,March,Friday,2,62
"March 06, 2020 03:00:00 AM",2020,March,Friday,3,90
"March 06, 2020 04:00:00 AM",2020,March,Friday,4,21
"March 06, 2020 05:00:00 AM",2020,March,Friday,5,45
"March 06, 2020 06:00:00 AM",2020,March,Friday,6,87
"March 06, 2020 07:00:00 AM",2020,March,Friday,7,258
"March 06, 2020 08:00:00 AM",2020,March,Friday,8,590
"March 06, 2020 09:00:00 AM",2020,March,Friday,9,636
"March 06, 2020 10:00:00 AM",2020,March,Friday,10,695
"March 06, 2020 11:00:00 AM",2020,March,Friday,11,872
"March 06, 2020 12:00:00 PM",2020,March,Friday,12,1843
"March 06, 2020 01:00:00 PM",2020,March,Friday,13,2029
"March 06, 2020 02:00:00 PM",2020,March,Friday,14,1360
"March 06, 2020 03:00:00 PM",2020,March,Friday,15,1087
"March 06, 2020 04:00:00 PM",2020,March,Friday,16,1334
"March 06, 2020 05:00:00 PM",2020,March,Friday,17,1523
"March 06, 2020 06:00:00 PM",2020,March,Friday,18,1236
"March 06, 2020 07:00:00 PM",2020,March,Friday,19,1028
"March 06, 2020 08:00:00 PM",2020,March,Friday,20,800
"March 06, 2020 09:00:00 PM",2020,March,Friday,21,838
"March 06, 2020 10:00:00 PM",2020,March,Friday,22,747
"March 06, 2020 11:00:00 PM",2020,March,Friday,23,587
"March 07, 2020 12:00:00 AM",2020,March,Saturday,0,413
"March 07, 2020 01:00:00 AM",2020,March,Saturday,1,381
"March 07, 2020 02:00:00 AM",2020,March,Saturday,2,191
"March 07, 2020 03:00:00 AM",2020,March,Saturday,3,185
"March 07, 2020 04:00:00 AM",2020,March,Saturday,4,95
"March 07, 2020 05:00:00 AM",2020,March,Saturday,5,76
"March 07, 2020 06:00:00 AM",2020,March,Saturday,6,54
"March 07, 2020 07:00:00 AM",2020,March,Saturday,7,112
"March 07, 2020 08:00:00 AM",2020,March,Saturday,8,181
"March 07, 2020 09:00:00 AM",2020,March,Saturday,9,345
"March 07, 2020 10:00:00 AM",2020,March,Saturday,10,536
"March 07, 2020 11:00:00 AM",2020,March,Saturday,11,796
"March 07, 2020 12:00:00 PM",2020,March,Saturday,12,930
"March 07, 2020 01:00:00 PM",2020,March,Saturday,13,996
"March 07, 2020 02:00:00 PM",2020,March,Saturday,14,1112
"March 07, 2020 03:00:00 PM",2020,March,Saturday,15,1129
"March 07, 2020 04:00:00 PM",2020,March,Saturday,16,1150
"March 07, 2020 05:00:00 PM",2020,March,Saturday,17,1043
"March 07, 2020 06:00:00 PM",2020,March,Saturday,18,892
"March 07, 2020 07:00:00 PM",2020,March,Saturday,19,937
"March 07, 2020 08:00:00 PM",2020,March,Saturday,20,693
"March 07, 2020 09:00:00 PM",2020,March,Saturday,21,643
"March 07, 2020 10:00:00 PM",2020,March,Saturday,22,769
"March 07, 2020 11:00:00 PM",2020,March,Saturday,23,549
"March 08, 2020 12:00:00 AM",2020,March,Sunday,0,471
"March 08, 2020 01:00:00 AM",2020,March,Sunday,1,501
"March 08, 2020 02:00:00 AM",2020,March,Sunday,2,309
"March 08, 2020 03:00:00 AM",2020,March,Sunday,3,252
"March 08, 2020 04:00:00 AM",2020,March,Sunday,4,119
"March 08, 2020 05:00:00 AM",2020,March,Sunday,5,86
"March 08, 2020 06:00:00 AM",2020,March,Sunday,6,34
"March 08, 2020 07:00:00 AM",2020,March,Sunday,7,64
"March 08, 2020 08:00:00 AM",2020,March,Sunday,8,121
"March 08, 2020 09:00:00 AM",2020,March,Sunday,9,229
"March 08, 2020 10:00:00 AM",2020,March,Sunday,10,524
"March 08, 2020 11:00:00 AM",2020,March,Sunday,11,736
"March 08, 2020 12:00:00 PM",2020,March,Sunday,12,859
"March 08, 2020 01:00:00 PM",2020,March,Sunday,13,996
"March 08, 2020 02:00:00 PM",2020,March,Sunday,14,1045
"March 08, 2020 03:00:00 PM",2020,March,Sunday,15,1028
"March 08, 2020 04:00:00 PM",2020,March,Sunday,16,778
"March 08, 2020 05:00:00 PM",2020,March,Sunday,17,896
"March 08, 2020 06:00:00 PM",2020,March,Sunday,18,731
"March 08, 2020 07:00:00 PM",2020,March,Sunday,19,634
"March 08, 2020 08:00:00 PM",2020,March,Sunday,20,531
"March 08, 2020 09:00:00 PM",2020,March,Sunday,21,522
"March 08, 2020 10:00:00 PM",2020,March,Sunday,22,426
"March 08, 2020 11:00:00 PM",2020,March,Sunday,23,395
"March 09, 2020 12:00:00 AM",2020,March,Monday,0,276
"March 09, 2020 01:00:00 AM",2020,March,Monday,1,142
"March 09, 2020 02:00:00 AM",2020,March,Monday,2,100
"March 09, 2020 03:00:00 AM",2020,March,Monday,3,66
"March 09, 2020 04:00:00 AM",2020,March,Monday,4,30
"March 09, 2020 05:00:00 AM",2020,March,Monday,5,31
"March 09, 2020 06:00:00 AM",2020,March,Monday,6,34
"March 09, 2020 07:00:00 AM",2020,March,Monday,7,56
"March 09, 2020 08:00:00 AM",2020,March,Monday,8,114
"March 09, 2020 09:00:00 AM",2020,March,Monday,9,259
"March 09, 2020 10:00:00 AM",2020,March,Monday,10,441
"March 09, 2020 11:00:00 AM",2020,March,Monday,11,665
"March 09, 2020 12:00:00 PM",2020,March,Monday,12,751
"March 09, 2020 01:00:00 PM",2020,March,Monday,13,887
"March 09, 2020 02:00:00 PM",2020,March,Monday,14,877
"March 09, 2020 03:00:00 PM",2020,March,Monday,15,867
"March 09, 2020 04:00:00 PM",2020,March,Monday,16,729
"March 09, 2020 05:00:00 PM",2020,March,Monday,17,587
"March 09, 2020 06:00:00 PM",2020,March,Monday,18,561
"March 09, 2020 07:00:00 PM",2020,March,Monday,19,500
"March 09, 2020 08:00:00 PM",2020,March,Monday,20,327
"March 09, 2020 09:00:00 PM",2020,March,Monday,21,272
"March 09, 2020 10:00:00 PM",2020,March,Monday,22,203
"March 09, 2020 11:00:00 PM",2020,March,Monday,23,124
"March 10, 2020 12:00:00 AM",2020,March,Tuesday,0,59
"March 10, 2020 01:00:00 AM",2020,March,Tuesday,1,53
"March 10, 2020 02:00:00 AM",2020,March,Tuesday,2,16
"March 10, 2020 03:00:00 AM",2020,March,Tuesday,3,14
"March 10, 2020 04:00:00 AM",2020,March,Tuesday,4,15
"March 10, 2020 05:00:00 AM",2020,March,Tuesday,5,26
"March 10, 2020 06:00:00 AM",2020,March,Tuesday,6,105
"March 10, 2020 07:00:00 AM",2020,March,Tuesday,7,287
"March 10, 2020 08:00:00 AM",2020,March,Tuesday,8,629
"March 10, 2020 09:00:00 AM",2020,March,Tuesday,9,560
"March 10, 2020 10:00:00 AM",2020,March,Tuesday,10,594
"March 10, 2020 11:00:00 AM",2020,March,Tuesday,11,835
"March 10, 2020 12:00:00 PM",2020,March,Tuesday,12,1912
"March 10, 2020 01:00:00 PM",2020,March,Tuesday,13,1933
"March 10, 2020 02:00:00 PM",2020,March,Tuesday,14,1157
"March 10, 2020 03:00:00 PM",2020,March,Tuesday,15,1050
"March 10, 2020 04:00:00 PM",2020,March,Tuesday,16,1141
"March 10, 2020 05:00:00 PM",2020,March,Tuesday,17,1248
"March 10, 2020 06:00:00 PM",2020,March,Tuesday,18,788
"March 10, 2020 07:00:00 PM",2020,March,Tuesday,19,493
"March 10, 2020 08:00:00 PM",2020,March,Tuesday,20,458
"March 10, 2020 09:00:00 PM",2020,March,Tuesday,21,328
"March 10, 2020 10:00:00 PM",2020,March,Tuesday,22,163
"March 10, 2020 11:00:00 PM",2020,March,Tuesday,23,130
"March 11, 2020 12:00:00 AM",2020,March,Wednesday,0,32
"March 11, 2020 01:00:00 AM",2020,March,Wednesday,1,28
"March 11, 2020 02:00:00 AM",2020,March,Wednesday,2,21
"March 11, 2020 03:00:00 AM",2020,March,Wednesday,3,20
"March 11, 2020 04:00:00 AM",2020,March,Wednesday,4,11
"March 11, 2020 05:00:00 AM",2020,March,Wednesday,5,27
"March 11, 2020 06:00:00 AM",2020,March,Wednesday,6,105
"March 11, 2020 07:00:00 AM",2020,March,Wednesday,7,299
"March 11, 2020 08:00:00 AM",2020,March,Wednesday,8,657
"March 11, 2020 09:00:00 AM",2020,March,Wednesday,9,560
"March 11, 2020 10:00:00 AM",2020,March,Wednesday,10,724
"March 11, 2020 11:00:00 AM",2020,March,Wednesday,11,857
"March 11, 2020 12:00:00 PM",2020,March,Wednesday,12,1976
"March 11, 2020 01:00:00 PM",2020,March,Wednesday,13,2006
"March 11, 2020 02:00:00 PM",2020,March,Wednesday,14,1180
"March 11, 2020 03:00:00 PM",2020,March,Wednesday,15,1074
"March 11, 2020 04:00:00 PM",2020,March,Wednesday,16,1046
"March 11, 2020 05:00:00 PM",2020,March,Wednesday,17,1384
"March 11, 2020 06:00:00 PM",2020,March,Wednesday,18,877
"March 11, 2020 07:00:00 PM",2020,March,Wednesday,19,613
"March 11, 2020 08:00:00 PM",2020,March,Wednesday,20,467
"March 11, 2020 09:00:00 PM",2020,March,Wednesday,21,362
"March 11, 2020 10:00:00 PM",2020,March,Wednesday,22,286
"March 11, 2020 11:00:00 PM",2020,March,Wednesday,23,174
"March 12, 2020 12:00:00 AM",2020,March,Thursday,0,120
"March 12, 2020 01:00:00 AM",2020,March,Thursday,1,74
"March 12, 2020 02:00:00 AM",2020,March,Thursday,2,27
"March 12, 2020 03:00:00 AM",2020,March,Thursday,3,30
"March 12, 2020 04:00:00 AM",2020,March,Thursday,4,20
"March 12, 2020 05:00:00 AM",2020,March,Thursday,5,33
"March 12, 2020 06:00:00 AM",2020,March,Thursday,6,106
"March 12, 2020 07:00:00 AM",2020,March,Thursday,7,295
"March 12, 2020 08:00:00 AM",2020,March,Thursday,8,723
"March 12, 2020 09:00:00 AM",2020,March,Thursday,9,654
"March 12, 2020 10:00:00 AM",2020,March,Thursday,10,712
"March 12, 2020 11:00:00 AM",2020,March,Thursday,11,797
"March 12, 2020 12:00:00 PM",2020,March,Thursday,12,1809
"March 12, 2020 01:00:00 PM",2020,March,Thursday,13,1926
"March 12, 2020 02:00:00 PM",2020,March,Thursday,14,1126
"March 12, 2020 03:00:00 PM",2020,March,Thursday,15,1107
"March 12, 2020 04:00:00 PM",2020,March,Thursday,16,1135
"March 12, 2020 05:00:00 PM",2020,March,Thursday,17,1326
"March 12, 2020 06:00:00 PM",2020,March,Thursday,18,942
"March 12, 2020 07:00:00 PM",2020,March,Thursday,19,684
"March 12, 2020 08:00:00 PM",2020,March,Thursday,20,532
"March 12, 2020 09:00:00 PM",2020,March,Thursday,21,460
"March 12, 2020 10:00:00 PM",2020,March,Thursday,22,381
"March 12, 2020 11:00:00 PM",2020,March,Thursday,23,194
"March 13, 2020 12:00:00 AM",2020,March,Friday,0,169
"March 13, 2020 01:00:00 AM",2020,March,Friday,1,129
"March 13, 2020 02:00:00 AM",2020,March,Friday,2,63
"March 13, 2020 03:00:00 AM",2020,March,Friday,3,53
"March 13, 2020 04:00:00 AM",2020,March,Friday,4,15
"March 13, 2020 05:00:00 AM",2020,March,Friday,5,35
"March 13, 2020 06:00:00 AM",2020,March,Friday,6,89
"March 13, 2020 07:00:00 AM",2020,March,Friday,7,282
"March 13, 2020 08:00:00 AM",2020,March,Friday,8,630
"March 13, 2020 09:00:00 AM",2020,March,Friday,9,722
"March 13, 2020 10:00:00 AM",2020,March,Friday,10,674
"March 13, 2020 11:00:00 AM",2020,March,Friday,11,925
"March 13, 2020 12:00:00 PM",2020,March,Friday,12,1952
"March 13, 2020 01:00:00 PM",2020,March,Friday,13,1874
"March 13, 2020 02:00:00 PM",2020,March,Friday,14,1172
"March 13, 2020 03:00:00 PM",2020,March,Friday,15,1025
"March 13, 2020 04:00:00 PM",2020,March,Friday,16,1227
"March 13, 2020 05:00:00 PM",2020,March,Friday,17,1251
"March 13, 2020 06:00:00 PM",2020,March,Friday,18,860
"March 13, 2020 07:00:00 PM",2020,March,Friday,19,646
"March 13, 2020 08:00:00 PM",2020,March,Friday,20,671
"March 13, 2020 09:00:00 PM",2020,March,Friday,21,487
"March 13, 2020 10:00:00 PM",2020,March,Friday,22,582
"March 13, 2020 11:00:00 PM",2020,March,Friday,23,433
"March 14, 2020 12:00:00 AM",2020,March,Saturday,0,345
"March 14, 2020 01:00:00 AM",2020,March,Saturday,1,241
"March 14, 2020 02:00:00 AM",2020,March,Saturday,2,154
"March 14, 2020 03:00:00 AM",2020,March,Saturday,3,146
"March 14, 2020 04:00:00 AM",2020,March,Saturday,4,93
"March 14, 2020 05:00:00 AM",2020,March,Saturday,5,44
"March 14, 2020 06:00:00 AM",2020,March,Saturday,6,37
"March 14, 2020 07:00:00 AM",2020,March,Saturday,7,81
"March 14, 2020 08:00:00 AM",2020,March,Saturday,8,171
"March 14, 2020 09:00:00 AM",2020,March,Saturday,9,274
"March 14, 2020 10:00:00 AM",2020,March,Saturday,10,469
"March 14, 2020 11:00:00 AM",2020,March,Saturday,11,716
"March 14, 2020 12:00:00 PM",2020,March,Saturday,12,916
"March 14, 2020 01:00:00 PM",2020,March,Saturday,13,889
"March 14, 2020 02:00:00 PM",2020,March,Saturday,14,905
"March 14, 2020 03:00:00 PM",2020,March,Saturday,15,839
"March 14, 2020 04:00:00 PM",2020,March,Saturday,16,940
"March 14, 2020 05:00:00 PM",2020,March,Saturday,17,805
"March 14, 2020 06:00:00 PM",2020,March,Saturday,18,756
"March 14, 2020 07:00:00 PM",2020,March,Saturday,19,601
"March 14, 2020 08:00:00 PM",2020,March,Saturday,20,512
"March 14, 2020 09:00:00 PM",2020,March,Saturday,21,454
"March 14, 2020 10:00:00 PM",2020,March,Saturday,22,520
"March 14, 2020 11:00:00 PM",2020,March,Saturday,23,575
"March 15, 2020 12:00:00 AM",2020,March,Sunday,0,439
"March 15, 2020 01:00:00 AM",2020,March,Sunday,1,317
"March 15, 2020 02:00:00 AM",2020,March,Sunday,2,267
"March 15, 2020 03:00:00 AM",2020,March,Sunday,3,230
"March 15, 2020 04:00:00 AM",2020,March,Sunday,4,111
"March 15, 2020 05:00:00 AM",2020,March,Sunday,5,57
"March 15, 2020 06:00:00 AM",2020,March,Sunday,6,51
"March 15, 2020 07:00:00 AM",2020,March,Sunday,7,37
"March 15, 2020 08:00:00 AM",2020,March,Sunday,8,85
"March 15, 2020 09:00:00 AM",2020,March,Sunday,9,212
"March 15, 2020 10:00:00 AM",2020,March,Sunday,10,343
"March 15, 2020 11:00:00 AM",2020,March,Sunday,11,543
"March 15, 2020 12:00:00 PM",2020,March,Sunday,12,609
"March 15, 2020 01:00:00 PM",2020,March,Sunday,13,740
"March 15, 2020 02:00:00 PM",2020,March,Sunday,14,697
"March 15, 2020 03:00:00 PM",2020,March,Sunday,15,751
"March 15, 2020 04:00:00 PM",2020,March,Sunday,16,624
"March 15, 2020 05:00:00 PM",2020,March,Sunday,17,523
"March 15, 2020 06:00:00 PM",2020,March,Sunday,18,474
"March 15, 2020 07:00:00 PM",2020,March,Sunday,19,395
"March 15, 2020 08:00:00 PM",2020,March,Sunday,20,371
"March 15, 2020 09:00:00 PM",2020,March,Sunday,21,261
"March 15, 2020 10:00:00 PM",2020,March,Sunday,22,208
"March 15, 2020 11:00:00 PM",2020,March,Sunday,23,135
"March 16, 2020 12:00:00 AM",2020,March,Monday,0,68
"March 16, 2020 01:00:00 AM",2020,March,Monday,1,28
"March 16, 2020 02:00:00 AM",2020,March,Monday,2,24
"March 16, 2020 03:00:00 AM",2020,March,Monday,3,14
"March 16, 2020 04:00:00 AM",2020,March,Monday,4,5
"March 16, 2020 05:00:00 AM",2020,March,Monday,5,37
"March 16, 2020 06:00:00 AM",2020,March,Monday,6,77
"March 16, 2020 07:00:00 AM",2020,March,Monday,7,264
"March 16, 2020 08:00:00 AM",2020,March,Monday,8,560
"March 16, 2020 09:00:00 AM",2020,March,Monday,9,527
"March 16, 2020 10:00:00 AM",2020,March,Monday,10,678
"March 16, 2020 11:00:00 AM",2020,March,Monday,11,832
"March 16, 2020 12:00:00 PM",2020,March,Monday,12,1649
"March 16, 2020 01:00:00 PM",2020,March,Monday,13,1551
"March 16, 2020 02:00:00 PM",2020,March,Monday,14,902
"March 16, 2020 03:00:00 PM",2020,March,Monday,15,886
"March 16, 2020 04:00:00 PM",2020,March,Monday,16,839
"March 16, 2020 05:00:00 PM",2020,March,Monday,17,924
"March 16, 2020 06:00:00 PM",2020,March,Monday,18,635
"March 16, 2020 07:00:00 PM",2020,March,Monday,19,407
"March 16, 2020 08:00:00 PM",2020,March,Monday,20,294
"March 16, 2020 09:00:00 PM",2020,March,Monday,21,195
"March 16, 2020 10:00:00 PM",2020,March,Monday,22,150
"March 16, 2020 11:00:00 PM",2020,March,Monday,23,73
"March 17, 2020 12:00:00 AM",2020,March,Tuesday,0,40
"March 17, 2020 01:00:00 AM",2020,March,Tuesday,1,17
"March 17, 2020 02:00:00 AM",2020,March,Tuesday,2,24
"March 17, 2020 03:00:00 AM",2020,March,Tuesday,3,15
"March 17, 2020 04:00:00 AM",2020,March,Tuesday,4,9
"March 17, 2020 05:00:00 AM",2020,March,Tuesday,5,23
"March 17, 2020 06:00:00 AM",2020,March,Tuesday,6,79
"March 17, 2020 07:00:00 AM",2020,March,Tuesday,7,265
"March 17, 2020 08:00:00 AM",2020,March,Tuesday,8,532
"March 17, 2020 09:00:00 AM",2020,March,Tuesday,9,440
"March 17, 2020 10:00:00 AM",2020,March,Tuesday,10,499
"March 17, 2020 11:00:00 AM",2020,March,Tuesday,11,658
"March 17, 2020 12:00:00 PM",2020,March,Tuesday,12,1388
"March 17, 2020 01:00:00 PM",2020,March,Tuesday,13,1316
"March 17, 2020 02:00:00 PM",2020,March,Tuesday,14,823
"March 17, 2020 03:00:00 PM",2020,March,Tuesday,15,754
"March 17, 2020 04:00:00 PM",2020,March,Tuesday,16,744
"March 17, 2020 05:00:00 PM",2020,March,Tuesday,17,863
"March 17, 2020 06:00:00 PM",2020,March,Tuesday,18,570
"March 17, 2020 07:00:00 PM",2020,March,Tuesday,19,318
"March 17, 2020 08:00:00 PM",2020,March,Tuesday,20,266
"March 17, 2020 09:00:00 PM",2020,March,Tuesday,21,180
"March 17, 2020 10:00:00 PM",2020,March,Tuesday,22,166
"March 17, 2020 11:00:00 PM",2020,March,Tuesday,23,118
"March 18, 2020 12:00:00 AM",2020,March,Wednesday,0,57
"March 18, 2020 01:00:00 AM",2020,March,Wednesday,1,45
"March 18, 2020 02:00:00 AM",2020,March,Wednesday,2,14
"March 18, 2020 03:00:00 AM",2020,March,Wednesday,3,15
"March 18, 2020 04:00:00 AM",2020,March,Wednesday,4,12
"March 18, 2020 05:00:00 AM",2020,March,Wednesday,5,41
"March 18, 2020 06:00:00 AM",2020,March,Wednesday,6,66
"March 18, 2020 07:00:00 AM",2020,March,Wednesday,7,190
"March 18, 2020 08:00:00 AM",2020,March,Wednesday,8,450
"March 18, 2020 09:00:00 AM",2020,March,Wednesday,9,366
"March 18, 2020 10:00:00 AM",2020,March,Wednesday,10,504
"March 18, 2020 11:00:00 AM",2020,March,Wednesday,11,547
"March 18, 2020 12:00:00 PM",2020,March,Wednesday,12,1165
"March 18, 2020 01:00:00 PM",2020,March,Wednesday,13,1104
"March 18, 2020 02:00:00 PM",2020,March,Wednesday,14,789
"March 18, 2020 03:00:00 PM",2020,March,Wednesday,15,649
"March 18, 2020 04:00:00 PM",2020,March,Wednesday,16,687
"March 18, 2020 05:00:00 PM",2020,March,Wednesday,17,719
"March 18, 2020 06:00:00 PM",2020,March,Wednesday,18,489
"March 18, 2020 07:00:00 PM",2020,March,Wednesday,19,355
"March 18, 2020 08:00:00 PM",2020,March,Wednesday,20,228
"March 18, 2020 09:00:00 PM",2020,March,Wednesday,21,220
"March 18, 2020 10:00:00 PM",2020,March,Wednesday,22,173
"March 18, 2020 11:00:00 PM",2020,March,Wednesday,23,103
"March 19, 2020 12:00:00 AM",2020,March,Thursday,0,47
